Elymus xhansenii
Elymus xvancouverensis
Epilobium brachycarpum
Epilobium ciliatum
Epilobium ciliatum
Epilobium ciliatum
Epilobium densiflorum
Epilobium minutum
Epipactis gigantea
Equisetum arvense
Equisetum hyemale
Equisetum laevigatum
Equisetum palustre
Equisetum telmateia
Equisetum xferrissii
Ericameria ericoides
Erigeron biolettii
Erigeron canadensis
Erigeron foliosus
Erigeron foliosus
Erigeron foliosus
Erigeron glaucus
Erigeron philadelphicus
Eriodictyon californicum
Eriogonum latifolium
Eriogonum nudum
Eriogonum nudum
Eriophorum gracile
Eriophyllum confertiflorum
Eriophyllum lanatum
Eriophyllum lanatum
Eriophyllum staechadifolium
Eryngium armatum
Erysimum capitatum
Erysimum franciscanum
Erythranthe arvensis
Erythranthe cardinalis
Erythranthe grandis
Erythranthe guttata
Eschscholzia caespitosa
Eschscholzia californica
Euphorbia crenulata
Euphorbia serpillifolia
Euphorbia spathulata
Eurybia radulina
Euthamia occidentalis
Extriplex californica
Extriplex joaquiniana
Festuca californica
Festuca elmeri
Festuca idahoensis
Festuca microstachys
Festuca occidentalis
Festuca octoflora
Festuca rubra
Fragaria chiloensis
Fragaria vesca
Frangula californica
Frankenia palmeri
Frankenia salina
Fritillaria affinis
Fritillaria liliacea
Fritillaria purdyi
Galium aparine
Galium californicum
Galium muricatum
Galium nuttallii
Galium porrigens
Galium trifidum
Galium triflorum
Gamochaeta ustulata
Garrya elliptica
Gaultheria shallon
Gentiana affinis
Gilia capitata
Gilia clivorum
Gilia millefoliata
Githopsis specularioides
Glyceria leptostachya
Gnaphalium palustre
Grindelia camporum
Grindelia hirsutula
Grindelia stricta
Helenium bigelovii
Helenium puberulum
Helianthella castanea
Heliotropium curassavicum
Hemizonia congesta
Hemizonia congesta
Heracleum maximum
Hesperevax sparsiflora
Hesperevax sparsiflora
Hesperocnide tenella
Hesperolinon congestum
Hesperolinon spergulinum
Hesperomecon linearis
Heteranthera dubia
Heterocodon rariflorum
Heteromeles arbutifolia
Heterotheca grandiflora
Heterotheca sessiliflora
Heterotheca sessiliflora
Heuchera micrantha
Hippuris vulgaris
Hoita orbicularis
Holodiscus discolor
Hordeum brachyantherum
Hordeum brachyantherum
Hordeum brachyantherum
Hordeum depressum
Horkelia californica
Horkelia cuneata
Hosackia gracilis
Hydrocotyle ranunculoides
Hydrocotyle verticillata
Hypericum anagalloides
Hypericum scouleri
Iris douglasiana
Iris longipetala
Iris macrosiphon
Iris missouriensis
Isocoma menziesii
Isoetes nuttallii
Isolepis carinata
Isolepis cernua
Iva axillaris
Jaumea carnosa
Juncus acuminatus
Juncus balticus
Juncus bufonius
Juncus bufonius
Juncus bufonius
Juncus effusus
Juncus falcatus
Juncus hesperius
Juncus kelloggii
Juncus lescurii
Juncus mexicanus
Juncus occidentalis
Juncus patens
Juncus phaeocephalus
Juncus phaeocephalus
Juncus phaeocephalus
Juncus xiphioides
Koeleria macrantha
Lagophylla ramosissima
Lasthenia californica
Lasthenia californica
Lasthenia glabrata
Lasthenia glabrata
Lasthenia gracilis
Lasthenia maritima
Lasthenia microglossa
Lasthenia minor
Lathyrus jepsonii
Lathyrus littoralis
Lathyrus vestitus
Lathyrus vestitus
Layia carnosa
Layia chrysanthemoides
Layia gaillardioides
Layia hieracioides
Layia platyglossa
Lemna gibba
Lemna minor
Lemna minuta
Lemna valdiviana
Lepechinia calycina
Lepidium nitidum
Leptosiphon croceus
Leptosiphon grandiflorus
Leptosiphon latisectus
Leptosiphon liniflorus
Leptosiphon parviflorus
Leptosiphon rosaceus
Lessingia arachnoidea
Lessingia germanorum
Ligusticum apiifolium
Lilium pardalinum
Limonium californicum
Limosella acaulis
Limosella aquatica
Lithophragma affine
Lithophragma heterophyllum
Lithophragma parviflorum
Logfia filaginoides
Lomatium californicum
Lomatium caruifolium
Lomatium dasycarpum
Lomatium macrocarpum
Lomatium utriculatum
Lonicera hispidula
Lonicera involucrata
Ludwigia peploides
Lupinus albifrons
Lupinus albifrons
Lupinus bicolor
Lupinus chamissonis
Lupinus formosus
Lupinus littoralis
Lupinus microcarpus
Lupinus nanus
Lupinus polyphyllus
Lupinus succulentus
Lupinus variicolor
Luzula comosa
Luzula subsessilis
Lycopus americanus
Lysimachia maritima
Lysimachia minima
Madia elegans
Madia exigua
Madia gracilis
Madia sativa
Maianthemum racemosum
Maianthemum stellatum
Marah fabacea
Marah oregana
Marsilea vestita
Meconella californica
Melica californica
Melica geyeri
Melica imperfecta
Melica torreyana
Menyanthes trifoliata
Micranthes californica
Micropus californicus
Microseris bigelovii
Microseris douglasii
Microseris douglasii
Microseris paludosa
Microseris sylvatica
Microsteris gracilis
Minuartia californica
Minuartia douglasii
Minuartia pusilla
Monardella douglasii
Monardella sinuata
Monardella undulata
Monardella villosa
Monardella villosa
Monardella villosa
Montia fontana
Morella californica
Muilla maritima
Myosurus minimus
Myriophyllum sibericum
Najas guadalupensis
Nasturtium officinale
Navarretia squarrosa
Nemophila heterophylla
Nemophila menziesii
Nemophila menziesii
Nemophila menziesii
Nemophila parviflora
Nemophila pedunculata
Nuphar polysepala
Nuttallanthus texanus
Oemleria cerasiformis
Oenanthe sarmentosa
Oenothera elata
Oenothera elata
Osmorhiza berteroi
Oxalis pilosa
Pectocarya penicillata
Pellaea andromedifolia
Pellaea mucronata
Pentachaeta alsinoides
Pentachaeta exilis
Pentagramma triangularis
Perideridia kelloggii
Persicaria amphibia
Persicaria lapathifolia
Persicaria punctata
Phacelia californica
Phacelia ciliata
Phacelia distans
Phacelia divaricata
Phacelia douglasii
Phacelia imbricata
Phacelia malvifolia
Phacelia nemoralis
Phacelia ramosissima
Phalaris angusta
Phalaris californica
Phleum alpinum
Pholistoma auritum
Phragmites australis
Phyllospadix torreyi
Piperia elegans
Piperia michaelii
Plagiobothrys bracteatus
Plagiobothrys chorisianus
Plagiobothrys chorisianus
Plagiobothrys chorisianus
Plagiobothrys diffusus
Plagiobothrys reticulatus
Plagiobothrys stipitatus
Plantago elongata
Plantago erecta
Plantago maritima
Plantago subnuda
Platystemon californicus
Plectritis congesta
Plectritis macrocera
Pleuropogon californicus
Poa douglasii
Poa howellii
Poa secunda
Poa unilateralis
Pogogyne douglasii
Pogogyne serpylloides
Polemonium carneum
Polygala californica
Polygonum paronychia
Polygonum ramosissimum
Polypodium californicum
Polypodium calirhiza
Polypodium glycyrrhiza
Polypodium scouleri
Polystichum dudleyi
Polystichum munitum
Potamogeton foliosus
Potamogeton natans
Potamogeton nodosus
Potamogeton pusillus
Potentilla anserina
Potentilla rivalis
Primula clevelandii
Primula hendersonii
Prosartes hookeri
Prunella vulgaris
Prunus emarginata
Prunus ilicifolia
Prunus ilicifolia
Prunus virginiana
Pseudognaphalium beneolens
Pseudognaphalium californicum
Pseudognaphalium microcephalum
Pseudognaphalium ramosissimum
Pseudognaphalium stramineum
Psilocarphus tenellus
Pteridium aquilinum
Pterostegia drymarioides
Quercus agrifolia
Quercus chrysolepis
Quercus parvula
Rafinesquia californica
Ranunculus aquatilis
Ranunculus californicus
Ranunculus californicus
Ranunculus californicus
Ranunculus hebecarpus
Ranunculus orthorhynchus
Rhamnus crocea
Rhododendron occidentale
Ribes californicum
Ribes divaricatum
Ribes malvaceum
Ribes menziesii
Ribes sanguineum
Rigiopappus leptocladus
Romanzoffia californica
Rorippa curvisiliqua
Rosa californica
Rosa gymnocarpa
Rubus parviflorus
Rubus spectabilis
Rubus ursinus
Rumex californicus
Rumex crassus
Rumex fueginus
Rumex occidentalis
Rumex salicifolius
Rumex transitorius
Sagina decumbens
Sagina maxima
Salicornia pacifica
Salix exigua
Salix laevigata
Salix lasiandra
Salix lasiolepis
Salix scouleriana
Salix sitchensis
Salvia spathacea
Sambucus nigra
Sambucus racemosa
Sanicula arctopoides
Sanicula bipinnatifida
Sanicula crassicaulis
Sanicula maritima
Sanicula tuberosa
Sceptridium multifidum
Schoenoplectus acutus
Schoenoplectus americanus
Schoenoplectus californicus
Schoenoplectus pungens
Scirpus microcarpus
Scrophularia californica
Scutellaria californica
Scutellaria tuberosa
Sedum spathulifolium
Senecio aphanactis
Senecio aronicoides
Sidalcea malviflora
Sidalcea malviflora
Sidalcea malviflora
Silene laciniata
Silene scouleri
Silene verecunda
Sisyrinchium bellum
Sisyrinchium californicum
Solanum americanum
Solanum douglasii
Solanum umbelliferum
Solanum xantii
Solidago confinis
Solidago elongata
Solidago spathulata
Solidago velutina
Sparganium eurycarpum
Spartina foliosa
Spergularia macrotheca
Spergularia marina
Spiranthes porrifolia
Spiranthes romanzoffiana
Spirodela polyrhiza
Stachys ajugoides
Stachys bullata
Stachys chamissonis
Stachys mexicana
Stachys rigida
Stebbinsoseris decipiens
Stebbinsoseris heterocarpa
Stellaria littoralis
Stellaria nitens
Stephanomeria elata
Stephanomeria virgata
Stipa cernua
Stipa lepida
Stipa pulchra
Stuckenia pectinata
Suaeda californica
Symphoricarpos albus
Symphoricarpos mollis
Symphyotrichum chilense
Symphyotrichum subspicatum
Symphyotrichum subulatum
Tanacetum bipinnatum
Taraxia ovata
Tauschia kelloggii
Tellima grandiflora
Thalictrum fendleri
Thalictrum fendleri
Thysanocarpus curvipes
Thysanocarpus laciniatus
Torreyochloa pallida
Toxicodendron diversilobum
Toxicoscordion fremontii
Trifolium albopurpureum
Trifolium barbigerum
Trifolium bifidum
Trifolium depauperatum
Trifolium depauperatum
Trifolium dichotomum
Trifolium fucatum
Trifolium gracilentum
Trifolium grayi
Trifolium macraei
Trifolium microcephalum
Trifolium microdon
Trifolium oliganthum
Trifolium variegatum
Trifolium willdenovii
Trifolium wormskioldii
Triglochin maritima
Triglochin scilloides
Trillium albidum
Trillium chloropetalum
Triodanis biflora
Triphysaria eriantha
Triphysaria eriantha
Triphysaria eriantha
Triphysaria floribunda
Triphysaria pusilla
Triphysaria versicolor
Triphysaria versicolor
Trisetum canescens
Triteleia hyacinthina
Triteleia laxa
Turritis glabra
Typha angustifolia
Typha domingensis
Typha latifolia
Umbellularia californica
Uropappus lindleyi
Urtica dioica
Urtica dioica
Urtica dioica
Vaccinium ovatum
Veronica americana
Veronica peregrina
Veronica serpyllifolia
Vicia americana
Vicia gigantea
Vicia ludoviciana
Viola adunca
Viola adunca
Viola pedunculata
Wolffiella lingulata
Woodwardia fimbriata
Wyethia angustifolia
Wyethia helenioides
Xanthium spinosum
Xanthium strumarium
Yabea microcarpa
Zannichellia palustris
Zeltnera davyi
Zeltnera muehlenbergii
Zostera marina
